,"You're eligible for a Genius discount at Al Khoory Hotel Apartments Al Barsha! To save at this property, all you have to do is 
sign in
.


Al Khoory Hotel Apartments Al Barsha  (Formerly knows as Coral Al Khoory Hotel Apartments) is positioned in Al Barsha district - Dubai, close to Ski Dubai. Its large, well-equipped serviced suites offer comfort and style.

Each of the suites at Al Khoory Hotel Apartments Al Barsha features a designer bathroom and modern kitchen facilities.

Guests can relax in the hotel’s outdoor swimming pool or make use of the gym facilities and sauna.  Guests can also enjoy a tasty snack or beverage in the hotel’s restaurant.

Al Khoory Hotel Apartments Al Barsha is just a 10-minute walk away from the famous Mall of the Emirates.  A short drive away you will find Internet City, Media City and Knowledge Village.","Sheikh Zayed Road, Al Barsha, Dubai, United Arab Emirates",,,,,,https://www.booking.com/hotel/ae/alkhoory-hotels.en-gb.html
,"You're eligible for a Genius discount at Atlantis, The Palm! To save at this property, all you have to do is 
sign in
.


Located on Dubai’s Palm Jumeirah Island and enjoys a private sandy beach, the 5-star Atlantis offers stunning views of the Arabian Gulf. It provides an underwater aquarium and complimentary access to the Aquaventure water park and the Lost Chambers Aquarium. Free WiFi is available throughout the entire property.

All the Arabian and oceanic décor inspired rooms feature a balcony with scenic views. They include a flat-screen satellite TV, a seating area, complimentary tea/coffee making facilities and a mini bar. Some rooms include a stunning large terrace with panoramic views of the palm or an over sized spa bath located in the center of the bathroom.

Dining options include Hakkasan, which serves Authentic Cantonese cuisine in a modern setting. The award-winning Nobu restaurant serves contemporary Japanese cuisine with Arabian influences. Bread Street Kitchen Bar offers signature British menu and delightful beverages from Gordon Ramsay. Guests can enjoy stunning views of The Palm and Dubai skyline while savoring the tastes of authentic Lebanese cuisine along with delicious beverages at Ayamna

Guests enjoy complimentary access to Aquaventure, the largest waterpark in the Middle East, features the Tower of Neptune and the Tower of Poseidon packed with thrilling water slides. A water playground for younger guests is available. The Kids Club provides the best fully supervised entertainment for your children and with daily programs. The Zone offers teens a chance to hangout, dance and play the latest video games. Wavehouse offers both dining and entertainment in one area where guests can enjoy good food and drinks, a play area for children and adults, a four lane bowling alley, a state of the art wave machine and more. Guests can enjoy facial and body treatments at the Awaken Spa. The gym provides personal fitness coaches.

The property offers a range of some of the world’s finest high end boutiques and shops that cater for all of your holiday essentials. Guests have the opportunity to book a helicopter ride for a 15 minute tour around Dubai or for Airport transportation. Mall of the Emirates can be reached in 20 minutes by car. The Emirates Golf Club is 3 km away. The iconic Burj Khalifa and The Dubai Mall are a 25-minute drive from the Atlantis.","Palm Jumeirah, Palm Jumeirah, Dubai, United Arab Emirates",,,,,,https://www.booking.com/hotel/ae/atlantis-the-palm.en-gb.html
,"You're eligible for a Genius discount at Excelsior Hotel Downtown! To save at this property, all you have to do is 
sign in
.


Featuring a rooftop fitness centre and a temperature controlled outdoor pool, this 4-star hotel is located on Al Rigga Road in the centre of Deira. The hotel is only a 2-minute walk from Al Riqqa Metro Station.

Rooms at the  Excelsior Hotel Downtown have a flat-screen TV with satellite channels. They include modern furnishings and a private bathroom with a hairdryer and a bathrobe. Some rooms feature large windows with panoramic city views.

The hotel includes Restaurant, Café and a lounge. The Lobby Café serves pastries and freshly-brewed Arabic coffee.

Guests can relax on a sun lounger poolside, or visit the steam room. Also, they can enjoy the Spa & massage treatments available in the Holiday Spa. The hotel is located around various shopping malls such as Al Ghurrair Mall, City Center Mall and Hamarain Shopping Center

Excelsior Hotel Downtown is only a 10-minute drive from Dubai International Airport and the Dubai International Convention Centre.  It has a 24-hour front desk and free on-site private parking.

The hotel includes Restaurant, Café and a lounge. The Metro Café and lounge serves pastries and freshly-brewed Arabic coffee.","Al Rigga Road next to Rigga Metro Station, Dubai, United Arab Emirates",,,,,,https://www.booking.com/hotel/ae/holiday-inn-downtown-dubai.en-gb.html
,"You're eligible for a Genius discount at City Seasons Hotel Dubai! To save at this property, all you have to do is 
sign in
.


Situated in the historical commercial centre of Deira Dubai, the City Seasons Hotel is a 5 min walk from the Metro Station Deira and the Deira City Centre Mall. It features an outdoor pool with sun-lounger terrace and offers air-conditioned guestrooms.

Spacious City Seasons rooms are decorated in neutral colours and have modern wood furnishings. They feature floor-to-ceiling windows with panoramic city views and include a flat-screen TV with satellite channels.

The New Season restaurant serves international dishes and Arabic cuisine on a shaded outdoor terrace.

Dubai guests can relax in the hot tub, or visit the rooftop health club that includes massage facilities and a fully equipped gym. Free WiFi is available in public areas.

City Seasons Hotel Dubai is a 10-minute drive from Dubai International Airport and a 5-minute walk from the famous City Centre Shopping Mall. It offers 24-hour front desk service and free on-site private parking.","Port Saeed Al Maktoum Street, Dubai, United Arab Emirates",,,,,,https://www.booking.com/hotel/ae/city-seasons-suites-dubai.en-gb.html
,"Boasting a 1200-metre sandy beach, Le Meridien Mina Seyahi is located in Jumeirah. This 5-star resort has several swimming pools situated amidst lush gardens and 5 dining and entertainment venues. Guests benefit from access to Jungle Bay waterpark.

Le Meridien rooms are air-conditioned. Each room offers free WiFi, a flat-screen TV and a safety deposit box. They all offer views of the Arabian Gulf or Dubai's skyline.

Leisure facilities at the Mina Seyahi include a water sports centre and Club Mina fitness centre. Younger guests can enjoy Le Meridien Family Kids Club which offers activities programs, beach games as well as 2 separate kids’ pools. Guest of all ages can also enjoy Jungle Bay waterpark, complete with slides, a wave pool and other amenities.

Guests can enjoy a range of international dishes. Horizon offers snacks and cocktails by the pool. For more upbeat evening, Barasti Bar has live entertainment.

Le Meridien Mina Seyahi Beach Resort is a 10-minute drive from Emirates Golf Course. Mall of The Emirates is 8 km from the resort and Dubai International Airport is 31 km away.","Al Sufouh Road, Al Sufouh, Dubai, United Arab Emirates",,,,,,https://www.booking.com/hotel/ae/le-meridien-mina-seyahi-beach-resort-marina.en-gb.html
,"Built around an outdoor pool, Verona Resorts Sharjah in Sharjah is only 2 minutes’ walk from a white sandy beach. It features a fitness centre, along with a sauna and hot tub. Wi-Fi is free in all public areas.

All air-conditioned rooms are fitted with 37’’ flat-screen TVs and minibars. Each includes a work desk and a private bathroom with a hairdryer.

Italian and international cuisine can be enjoyed in Marco Polo and Olivo restaurants. The Splash is Verona’s pool bar serving fast food and fresh juice. There is also ice cream parlor and a pastry counter.

A number of excursions can be arranged by the tour desk. Guests can enjoy swimming at the pool.

Shopping centers and hypermarkets can be found a 5-minute walk away.","Sharjah-Ajman Road, Sharjah, United Arab Emirates",,,,,,https://www.booking.com/hotel/ae/verona-resort.en-gb.html
,"You're eligible for a Genius discount at Copthorne Downtown! To save at this property, all you have to do is 
sign in
.


Copthorne Downtown is situated in the centre of Abu Dhabi, in the business district, 15 km from the National Exhibition Centre. The hotel features a rooftop swimming pool.

With 241 well-designed guest rooms and suites, offering personalized service and distinctive Arabian hospitality. There are massage facilities and a health club, including a well-equipped gym and sauna, an ideal choice for business and leisure travelers.

A highlight of the stay is without a doubt the availability of appetizing food and beverages provided in exceptional restaurants and bars completed with a contemporary décor and relaxed ambience. Choose from a variety of options ranging from International, Pan Asian, Arabian to local cuisine. Room service is available 24/7.

Copthorne Downtown is 3 km away from Abu Dhabi Marina and its yachting activities. Shopping malls and the Corniche are within walking distance and the property is close to many embassies.","Sheikh Zayed the 1st Rd Electra Street, 32430 Abu Dhabi, United Arab Emirates",,,,,,https://www.booking.com/hotel/ae/millennium-central-downtown-abu-dhabi.en-gb.html
,"Located opposite to City Centre Deira Shopping Mall with amusement centre for children , a top shopping destination this 4 star hotel is the perfect place to enjoy some of the city’s attractions such us the Gold Souk, Spice Souk , Dubai Heritage Village and Dubai Creek. It features a stylish outdoor pool with shaded loungers and a fitness centre.

All rooms feature contemporary rooms with flat-screen TVs, a work desk, a walk-in shower, separate bathtub and complimentary toiletries. A safety deposit box is also available in the room. Other Amenities include free parking and complimentary Luggage storage room.

Guests can enjoy Mediterranean dishes at Talà Restaurant, At Vertigo, guests can relax at the sports bar while enjoying live sports. Bistro Domino, you can enjoy casual dining, an outdoor terrace and a selection of International favourites in an exciting contemporary setting.


In the heart of Dubai, it is well connected to all the city’s tourist and business destinations through the Dubai Metro rail network. It is a 3 minutes walking distance from the Deira City Centre Metro station. Novotel Deira is accessible by metro from the Dubai International Airport Terminal, Dubai World Trade Centre, HealthCare City, Dubai Mall and Burj Khalifa. A Complimentary scheduled shuttle service is available to experience the beach in the city. Easy access to Dubai Creek Golf & Yacht Club. Carrefour supermarket is located in the City Centre Deira Mall located opposite to the hotel. Banks and foreign exchange facilities are within reach. A nearby mosque is available for prayer and worship.","8th str. Port Saeed District Front of Deira City CentreMall, Dubai, United Arab Emirates",,,,,,https://www.booking.com/hotel/ae/novotel-deira-city-centre.en-gb.html
,"Located in the heart of Sharjah, the brand new Crystal Plaza Hotel is conveniently located for many of the city’s top attractions including the Gold Souk, the Heritage Centre and Mega Mall.

The hotel features 168 guest rooms which are spacious and simply designed.  Guests will appreciate the neutral colours, contemporary furnishings and modern bathrooms that each room offers.


Crystal Plaza Hotel features an international restaurant serving cuisine from around the world, as well as a 24-hour coffee shop serving snacks and beverages.

The hotel is well-positioned for both Sharjah and Dubai International Airports, both of which are a 20-minute drive away.","Immigration Rd, 10, Al Estiqlal st, Al Qasimia, Sharjah, Sharjah, United Arab Emirates",,,,,,https://www.booking.com/hotel/ae/crytal-plaza.en-gb.html
,"This luxurious hotel offers great dining. The 11th-floor leisure deck features a state-of-the-art gym and infinity pool with fantastic views of the Dubai skyline.

Rooms at voco Bonnington include flat-screen TVs with interactive satellite TV system. The spacious bathrooms come with rain showers. In-room tea-and-coffee-making facilities are provided.

The Cavendish Restaurant offers a fusion of British-European classical dishes with exotic elements of the Middle East. Guests can enjoy beverages and snacks at The Authors' Lounge or have a glass of wine or a cocktail at The Cheeky Camel. McGettigan’s Irish Bar offers Irish breakfasts, beers and other Irish refreshments.

voco Bonnington Dubai is located only 5 minutes’ walk from the Jumeirah Lake Towers Metro Station and the Dubai Marina Shopping Mall. Abu Dhabi Airport is a 40-minute drive away and Dubai International Airport is 25 minutes away by car.","Jumeirah Lakes Towers, Jumeirah Lakes Towers, 37246 Dubai, United Arab Emirates",,,,,,https://www.booking.com/hotel/ae/bonnigton-jumeirah-lake-towers.en-gb.html
